_id,usuario_id,restaurant_id,estado,fechaPedido,fechaInicioPreparacion,fechaEntrega,items,total,promocion_id
67f9f89f7f0966e5e8094a5a,67f9f88d7f0966e5e809498e,67f9f88d7f0966e5e809499b,pendiente,2025-04-03T15:27:56.157000,2025-04-03T15:30:56.157000,,"[{'item_id': ObjectId('67f9f88f7f0966e5e80949de'), 'nombre': 'Velit Voluptates', 'cantidad': 1, 'precio_unitario': 154.9}, {'item_id': ObjectId('67f9f88f7f0966e5e80949e1'), 'nombre': 'Saepe Minus', 'cantidad': 1, 'precio_unitario': 253.86}, {'item_id': ObjectId('67f9f88f7f0966e5e80949e0'), 'nombre': 'Quis Qui', 'cantidad': 2, 'precio_unitario': 309.31}, {'item_id': ObjectId('67f9f88f7f0966e5e80949e1'), 'nombre': 'Saepe Minus', 'cantidad': 3, 'precio_unitario': 253.86}, {'item_id': ObjectId('67f9f88f7f0966e5e80949e1'), 'nombre': 'Saepe Minus', 'cantidad': 3, 'precio_unitario': 253.86}]",2550.54,
67f9f89f7f0966e5e8094a5b,67f9f88d7f0966e5e8094985,67f9f88d7f0966e5e8094995,en preparación,2025-04-03T11:21:02.461000,2025-04-03T11:28:02.461000,,"[{'item_id': ObjectId('67f9f88e7f0966e5e80949b7'), 'nombre': 'Dolor Nesciunt', 'cantidad': 1, 'precio_unitario': 267.01}, {'item_id': ObjectId('67f9f88e7f0966e5e80949b5'), 'nombre': 'Cum Deserunt', 'cantidad': 3, 'precio_unitario': 321.63}, {'item_id': ObjectId('67f9f88e7f0966e5e80949b2'), 'nombre': 'Quos Maiores', 'cantidad': 1, 'precio_unitario': 86.3}]",1318.2,
67f9f8a07f0966e5e8094a5c,67f9f88d7f0966e5e809498c,67f9f88d7f0966e5e80949a1,entregado,2025-04-10T09:51:26.300000,2025-04-10T10:01:26.300000,2025-04-10T10:45:26.300000,"[{'item_id': ObjectId('67f9f8907f0966e5e8094a06'), 'nombre': 'Quibusdam Consectetur', 'cantidad': 1, 'precio_unitario': 245.04}, {'item_id': ObjectId('67f9f8907f0966e5e8094a09'), 'nombre': 'Illum Temporibus', 'cantidad': 2, 'precio_unitario': 189.51}]",624.06,
67f9f8a07f0966e5e8094a5d,67f9f88d7f0966e5e809496e,67f9f88d7f0966e5e8094999,pendiente,2025-04-02T14:01:08.554000,2025-04-02T14:06:08.554000,,"[{'item_id': ObjectId('67f9f88f7f0966e5e80949d1'), 'nombre': 'Sit Officia', 'cantidad': 2, 'precio_unitario': 256.25}, {'item_id': ObjectId('67f9f88f7f0966e5e80949cf'), 'nombre': 'Voluptatibus Eum', 'cantidad': 1, 'precio_unitario': 129.34}, {'item_id': ObjectId('67f9f88f7f0966e5e80949d1'), 'nombre': 'Sit Officia', 'cantidad': 1, 'precio_unitario': 256.25}]",898.09,
67f9f8a07f0966e5e8094a5e,67f9f88d7f0966e5e8094988,67f9f88d7f0966e5e80949a0,entregado,2025-04-06T01:57:01.935000,2025-04-06T02:03:01.935000,2025-04-06T02:36:01.935000,"[{'item_id': ObjectId('67f9f8907f0966e5e8094a01'), 'nombre': 'Deserunt Ex', 'cantidad': 1, 'precio_unitario': 325.86}, {'item_id': ObjectId('67f9f8907f0966e5e8094a02'), 'nombre': 'Ipsa Nam', 'cantidad': 1, 'precio_unitario': 75.18}, {'item_id': ObjectId('67f9f8907f0966e5e8094a01'), 'nombre': 'Deserunt Ex', 'cantidad': 3, 'precio_unitario': 325.86}, {'item_id': ObjectId('67f9f8907f0966e5e80949ff'), 'nombre': 'Commodi Vero', 'cantidad': 2, 'precio_unitario': 131.88}, {'item_id': ObjectId('67f9f8907f0966e5e8094a01'), 'nombre': 'Deserunt Ex', 'cantidad': 3, 'precio_unitario': 325.86}]",2619.96,
67f9f8a17f0966e5e8094a5f,67f9f88d7f0966e5e8094975,67f9f88d7f0966e5e809499f,en preparación,2025-04-01T15:10:36.767000,2025-04-01T15:12:36.767000,,"[{'item_id': ObjectId('67f9f8907f0966e5e80949fd'), 'nombre': 'Ratione Cumque', 'cantidad': 1, 'precio_unitario': 321.45}]",321.45,
67f9f8a17f0966e5e8094a60,67f9f88d7f0966e5e8094984,67f9f88d7f0966e5e80949a5,en preparación,2025-04-05T12:41:24.700000,2025-04-05T12:49:24.700000,,"[{'item_id': ObjectId('67f9f8927f0966e5e8094a26'), 'nombre': 'Iusto Id', 'cantidad': 1, 'precio_unitario': 182.14}, {'item_id': ObjectId('67f9f8927f0966e5e8094a1e'), 'nombre': 'Harum Illo', 'cantidad': 3, 'precio_unitario': 86.2}, {'item_id': ObjectId('67f9f8927f0966e5e8094a24'), 'nombre': 'Rem Eveniet', 'cantidad': 3, 'precio_unitario': 259.23}]",1218.43,
67f9f8a17f0966e5e8094a61,67f9f88d7f0966e5e8094964,67f9f88d7f0966e5e8094998,en preparación,2025-04-05T13:41:56.515000,2025-04-05T13:44:56.515000,,"[{'item_id': ObjectId('67f9f88e7f0966e5e80949c5'), 'nombre': 'Iure Velit', 'cantidad': 2, 'precio_unitario': 228.51}]",457.02,
67f9f8a27f0966e5e8094a62,67f9f88d7f0966e5e8094963,67f9f88d7f0966e5e809499b,entregado,2025-04-06T19:35:18.098000,2025-04-06T19:39:18.098000,2025-04-06T20:22:18.098000,"[{'item_id': ObjectId('67f9f88f7f0966e5e80949dd'), 'nombre': 'Delectus Saepe', 'cantidad': 2, 'precio_unitario': 307.58}, {'item_id': ObjectId('67f9f88f7f0966e5e80949df'), 'nombre': 'Placeat Earum', 'cantidad': 2, 'precio_unitario': 248.01}, {'item_id': ObjectId('67f9f88f7f0966e5e80949e1'), 'nombre': 'Saepe Minus', 'cantidad': 3, 'precio_unitario': 253.86}, {'item_id': ObjectId('67f9f88f7f0966e5e80949e1'), 'nombre': 'Saepe Minus', 'cantidad': 3, 'precio_unitario': 253.86}, {'item_id': ObjectId('67f9f88f7f0966e5e80949df'), 'nombre': 'Placeat Earum', 'cantidad': 3, 'precio_unitario': 248.01}]",3378.37,
67f9f8a27f0966e5e8094a63,67f9f88d7f0966e5e8094977,67f9f88d7f0966e5e8094997,pendiente,2025-04-05T06:18:04.182000,2025-04-05T06:25:04.182000,,"[{'item_id': ObjectId('67f9f88e7f0966e5e80949c4'), 'nombre': 'Blanditiis Consectetur', 'cantidad': 2, 'precio_unitario': 200.86}, {'item_id': ObjectId('67f9f88e7f0966e5e80949c2'), 'nombre': 'Cum Ullam', 'cantidad': 1, 'precio_unitario': 139.01}, {'item_id': ObjectId('67f9f88e7f0966e5e80949c2'), 'nombre': 'Cum Ullam', 'cantidad': 1, 'precio_unitario': 139.01}, {'item_id': ObjectId('67f9f88e7f0966e5e80949c3'), 'nombre': 'Consequatur Ipsam', 'cantidad': 2, 'precio_unitario': 274.39}]",1228.52,
67f9f8a37f0966e5e8094a64,67f9f88d7f0966e5e8094963,67f9f88d7f0966e5e809499f,pendiente,2025-04-03T19:09:37.436000,2025-04-03T19:11:37.436000,,"[{'item_id': ObjectId('67f9f8907f0966e5e80949fd'), 'nombre': 'Ratione Cumque', 'cantidad': 2, 'precio_unitario': 321.45}, {'item_id': ObjectId('67f9f8907f0966e5e80949f8'), 'nombre': 'Animi Libero', 'cantidad': 2, 'precio_unitario': 181.96}, {'item_id': ObjectId('67f9f8907f0966e5e80949fa'), 'nombre': 'Aliquid Debitis', 'cantidad': 1, 'precio_unitario': 119.38}, {'item_id': ObjectId('67f9f8907f0966e5e80949f8'), 'nombre': 'Animi Libero', 'cantidad': 2, 'precio_unitario': 181.96}, {'item_id': ObjectId('67f9f8907f0966e5e80949f8'), 'nombre': 'Animi Libero', 'cantidad': 3, 'precio_unitario': 181.96}]",2036.0,
67f9f8a37f0966e5e8094a65,67f9f88d7f0966e5e8094960,67f9f88d7f0966e5e809499e,entregado,2025-04-04T14:59:03.150000,2025-04-04T15:04:03.150000,2025-04-04T15:37:03.150000,"[{'item_id': ObjectId('67f9f8907f0966e5e80949f3'), 'nombre': 'Eligendi Animi', 'cantidad': 3, 'precio_unitario': 115.65}, {'item_id': ObjectId('67f9f8907f0966e5e80949f3'), 'nombre': 'Eligendi Animi', 'cantidad': 1, 'precio_unitario': 115.65}]",462.6,
67f9f8a37f0966e5e8094a66,67f9f88d7f0966e5e809496a,67f9f88d7f0966e5e809499b,entregado,2025-04-01T20:49:31.659000,2025-04-01T20:55:31.659000,2025-04-01T21:35:31.659000,"[{'item_id': ObjectId('67f9f88f7f0966e5e80949dd'), 'nombre': 'Delectus Saepe', 'cantidad': 3, 'precio_unitario': 307.58}, {'item_id': ObjectId('67f9f88f7f0966e5e80949dc'), 'nombre': 'Sed Distinctio', 'cantidad': 2, 'precio_unitario': 286.21}, {'item_id': ObjectId('67f9f88f7f0966e5e80949dd'), 'nombre': 'Delectus Saepe', 'cantidad': 1, 'precio_unitario': 307.58}]",1802.7399999999998,
67f9f8a47f0966e5e8094a67,67f9f88d7f0966e5e8094968,67f9f88d7f0966e5e8094997,en preparación,2025-04-05T22:27:51.675000,2025-04-05T22:32:51.675000,,"[{'item_id': ObjectId('67f9f88e7f0966e5e80949c1'), 'nombre': 'Reprehenderit Quo', 'cantidad': 1, 'precio_unitario': 176.9}]",176.9,
67f9f8a47f0966e5e8094a68,67f9f88d7f0966e5e8094982,67f9f88d7f0966e5e809499e,pendiente,2025-04-05T01:44:02.320000,2025-04-05T01:48:02.320000,,"[{'item_id': ObjectId('67f9f8907f0966e5e80949f3'), 'nombre': 'Eligendi Animi', 'cantidad': 2, 'precio_unitario': 115.65}]",231.3,
67f9f8a47f0966e5e8094a69,67f9f88d7f0966e5e809498c,67f9f88d7f0966e5e80949a1,entregado,2025-04-06T21:04:30.332000,2025-04-06T21:09:30.332000,2025-04-06T21:54:30.332000,"[{'item_id': ObjectId('67f9f8907f0966e5e8094a05'), 'nombre': 'Et Laborum', 'cantidad': 3, 'precio_unitario': 191.09}, {'item_id': ObjectId('67f9f8907f0966e5e8094a05'), 'nombre': 'Et Laborum', 'cantidad': 2, 'precio_unitario': 191.09}, {'item_id': ObjectId('67f9f8907f0966e5e8094a08'), 'nombre': 'Fuga Totam', 'cantidad': 2, 'precio_unitario': 121.56}, {'item_id': ObjectId('67f9f8907f0966e5e8094a09'), 'nombre': 'Illum Temporibus', 'cantidad': 3, 'precio_unitario': 189.51}, {'item_id': ObjectId('67f9f8907f0966e5e8094a05'), 'nombre': 'Et Laborum', 'cantidad': 2, 'precio_unitario': 191.09}]",2149.28,
67f9f8a57f0966e5e8094a6a,67f9f88d7f0966e5e8094984,67f9f88d7f0966e5e8094995,entregado,2025-04-10T02:26:54.010000,2025-04-10T02:35:54.010000,2025-04-10T02:52:54.010000,"[{'item_id': ObjectId('67f9f88e7f0966e5e80949b4'), 'nombre': 'Alias Sit', 'cantidad': 2, 'precio_unitario': 52.16}, {'item_id': ObjectId('67f9f88e7f0966e5e80949b0'), 'nombre': 'Maiores Quia', 'cantidad': 1, 'precio_unitario': 276.58}, {'item_id': ObjectId('67f9f88e7f0966e5e80949b7'), 'nombre': 'Dolor Nesciunt', 'cantidad': 2, 'precio_unitario': 267.01}, {'item_id': ObjectId('67f9f88e7f0966e5e80949b6'), 'nombre': 'Consequatur Ex', 'cantidad': 3, 'precio_unitario': 133.54}, {'item_id': ObjectId('67f9f88e7f0966e5e80949b1'), 'nombre': 'Labore Cum', 'cantidad': 2, 'precio_unitario': 348.54}]",2012.62,
67f9f8a57f0966e5e8094a6b,67f9f88d7f0966e5e8094962,67f9f88d7f0966e5e809499e,en preparación,2025-04-01T13:34:25.227000,2025-04-01T13:44:25.227000,,"[{'item_id': ObjectId('67f9f8907f0966e5e80949f3'), 'nombre': 'Eligendi Animi', 'cantidad': 1, 'precio_unitario': 115.65}, {'item_id': ObjectId('67f9f8907f0966e5e80949f3'), 'nombre': 'Eligendi Animi', 'cantidad': 2, 'precio_unitario': 115.65}, {'item_id': ObjectId('67f9f8907f0966e5e80949f6'), 'nombre': 'Blanditiis Nisi', 'cantidad': 3, 'precio_unitario': 299.17}, {'item_id': ObjectId('67f9f8907f0966e5e80949f6'), 'nombre': 'Blanditiis Nisi', 'cantidad': 3, 'precio_unitario': 299.17}, {'item_id': ObjectId('67f9f8907f0966e5e80949f7'), 'nombre': 'Corporis Beatae', 'cantidad': 2, 'precio_unitario': 185.02}]",2512.01,
67f9f8a67f0966e5e8094a6c,67f9f88d7f0966e5e809496f,67f9f88d7f0966e5e80949a2,en preparación,2025-04-05T03:20:17.850000,2025-04-05T03:29:17.850000,,"[{'item_id': ObjectId('67f9f8917f0966e5e8094a0e'), 'nombre': 'Consectetur Mollitia', 'cantidad': 2, 'precio_unitario': 154.16}, {'item_id': ObjectId('67f9f8917f0966e5e8094a0a'), 'nombre': 'Assumenda Dolore', 'cantidad': 3, 'precio_unitario': 339.42}, {'item_id': ObjectId('67f9f8917f0966e5e8094a0a'), 'nombre': 'Assumenda Dolore', 'cantidad': 3, 'precio_unitario': 339.42}, {'item_id': ObjectId('67f9f8917f0966e5e8094a0f'), 'nombre': 'Veniam Optio', 'cantidad': 3, 'precio_unitario': 201.79}, {'item_id': ObjectId('67f9f8917f0966e5e8094a0f'), 'nombre': 'Veniam Optio', 'cantidad': 1, 'precio_unitario': 201.79}]",2928.9039999999995,67f9f8967f0966e5e8094a3e
67f9f8a67f0966e5e8094a6d,67f9f88d7f0966e5e809496b,67f9f88d7f0966e5e80949a1,en preparación,2025-04-07T15:20:11.460000,2025-04-07T15:27:11.460000,,"[{'item_id': ObjectId('67f9f8907f0966e5e8094a08'), 'nombre': 'Fuga Totam', 'cantidad': 2, 'precio_unitario': 121.56}, {'item_id': ObjectId('67f9f8907f0966e5e8094a08'), 'nombre': 'Fuga Totam', 'cantidad': 3, 'precio_unitario': 121.56}, {'item_id': ObjectId('67f9f8907f0966e5e8094a05'), 'nombre': 'Et Laborum', 'cantidad': 2, 'precio_unitario': 191.09}]",989.98,
67f9f8a67f0966e5e8094a6e,67f9f88d7f0966e5e8094987,67f9f88d7f0966e5e809499c,pendiente,2025-04-01T10:24:57.646000,2025-04-01T10:32:57.646000,,"[{'item_id': ObjectId('67f9f88f7f0966e5e80949e4'), 'nombre': 'Optio Earum', 'cantidad': 3, 'precio_unitario': 231.86}, {'item_id': ObjectId('67f9f88f7f0966e5e80949e9'), 'nombre': 'Optio Voluptatem', 'cantidad': 1, 'precio_unitario': 216.32}, {'item_id': ObjectId('67f9f88f7f0966e5e80949e3'), 'nombre': 'Numquam Similique', 'cantidad': 1, 'precio_unitario': 228.97}]",1140.8700000000001,
67f9f8a77f0966e5e8094a6f,67f9f88d7f0966e5e8094963,67f9f88d7f0966e5e809499f,entregado,2025-04-01T19:10:11.698000,2025-04-01T19:17:11.698000,2025-04-01T19:53:11.698000,"[{'item_id': ObjectId('67f9f8907f0966e5e80949fc'), 'nombre': 'Rem Deserunt', 'cantidad': 1, 'precio_unitario': 174.73}, {'item_id': ObjectId('67f9f8907f0966e5e80949fc'), 'nombre': 'Rem Deserunt', 'cantidad': 3, 'precio_unitario': 174.73}]",698.92,
67f9f8a77f0966e5e8094a70,67f9f88d7f0966e5e8094964,67f9f88d7f0966e5e80949a1,en preparación,2025-04-09T19:55:43.162000,2025-04-09T19:58:43.162000,,"[{'item_id': ObjectId('67f9f8907f0966e5e8094a08'), 'nombre': 'Fuga Totam', 'cantidad': 3, 'precio_unitario': 121.56}, {'item_id': ObjectId('67f9f8907f0966e5e8094a05'), 'nombre': 'Et Laborum', 'cantidad': 2, 'precio_unitario': 191.09}, {'item_id': ObjectId('67f9f8907f0966e5e8094a09'), 'nombre': 'Illum Temporibus', 'cantidad': 2, 'precio_unitario': 189.51}]",1125.88,
67f9f8a77f0966e5e8094a71,67f9f88d7f0966e5e8094981,67f9f88d7f0966e5e80949a4,pendiente,2025-04-07T10:45:27.463000,2025-04-07T10:52:27.463000,,"[{'item_id': ObjectId('67f9f8917f0966e5e8094a17'), 'nombre': 'Repellendus Repellat', 'cantidad': 3, 'precio_unitario': 314.1}, {'item_id': ObjectId('67f9f8917f0966e5e8094a1c'), 'nombre': 'Vero Temporibus', 'cantidad': 1, 'precio_unitario': 141.86}]",1084.16,
67f9f8a87f0966e5e8094a72,67f9f88d7f0966e5e8094993,67f9f88d7f0966e5e80949a5,entregado,2025-04-08T08:50:47.898000,2025-04-08T09:00:47.898000,2025-04-08T09:15:47.898000,"[{'item_id': ObjectId('67f9f8927f0966e5e8094a1e'), 'nombre': 'Harum Illo', 'cantidad': 2, 'precio_unitario': 86.2}, {'item_id': ObjectId('67f9f8927f0966e5e8094a26'), 'nombre': 'Iusto Id', 'cantidad': 1, 'precio_unitario': 182.14}, {'item_id': ObjectId('67f9f8927f0966e5e8094a23'), 'nombre': 'Dolore Nemo', 'cantidad': 3, 'precio_unitario': 132.29}]",751.41,
67f9f8a87f0966e5e8094a73,67f9f88d7f0966e5e8094983,67f9f88d7f0966e5e809499c,entregado,2025-04-03T09:09:28.121000,2025-04-03T09:15:28.121000,2025-04-03T09:59:28.121000,"[{'item_id': ObjectId('67f9f88f7f0966e5e80949e4'), 'nombre': 'Optio Earum', 'cantidad': 2, 'precio_unitario': 231.86}]",463.72,
67f9f8a97f0966e5e8094a74,67f9f88d7f0966e5e8094972,67f9f88d7f0966e5e809499f,entregado,2025-04-03T07:01:02.158000,2025-04-03T07:09:02.158000,2025-04-03T07:26:02.158000,"[{'item_id': ObjectId('67f9f8907f0966e5e80949f9'), 'nombre': 'Veritatis Dolore', 'cantidad': 1, 'precio_unitario': 150.75}]",150.75,
67f9f8a97f0966e5e8094a75,67f9f88d7f0966e5e8094966,67f9f88d7f0966e5e8094994,en preparación,2025-04-10T22:53:40.409000,2025-04-10T23:02:40.409000,,"[{'item_id': ObjectId('67f9f88e7f0966e5e80949ab'), 'nombre': 'Incidunt Eius', 'cantidad': 2, 'precio_unitario': 229.68}]",459.36,
67f9f8a97f0966e5e8094a76,67f9f88d7f0966e5e8094972,67f9f88d7f0966e5e8094999,pendiente,2025-04-04T07:51:13.487000,2025-04-04T07:55:13.487000,,"[{'item_id': ObjectId('67f9f88f7f0966e5e80949ce'), 'nombre': 'Deserunt Facere', 'cantidad': 3, 'precio_unitario': 250.36}, {'item_id': ObjectId('67f9f88f7f0966e5e80949cf'), 'nombre': 'Voluptatibus Eum', 'cantidad': 3, 'precio_unitario': 129.34}, {'item_id': ObjectId('67f9f88f7f0966e5e80949cb'), 'nombre': 'Blanditiis Asperiores', 'cantidad': 1, 'precio_unitario': 201.77}]",1340.87,
67f9f8aa7f0966e5e8094a77,67f9f88d7f0966e5e809498d,67f9f88d7f0966e5e80949a7,en preparación,2025-04-10T23:24:40.993000,2025-04-10T23:33:40.993000,,"[{'item_id': ObjectId('67f9f8927f0966e5e8094a31'), 'nombre': 'Occaecati Aspernatur', 'cantidad': 1, 'precio_unitario': 177.54}]",142.032,67f9f8987f0966e5e8094a43
67f9f8aa7f0966e5e8094a78,67f9f88d7f0966e5e8094987,67f9f88d7f0966e5e80949a1,en preparación,2025-04-03T07:47:09.775000,2025-04-03T07:50:09.775000,,"[{'item_id': ObjectId('67f9f8907f0966e5e8094a09'), 'nombre': 'Illum Temporibus', 'cantidad': 2, 'precio_unitario': 189.51}, {'item_id': ObjectId('67f9f8907f0966e5e8094a08'), 'nombre': 'Fuga Totam', 'cantidad': 2, 'precio_unitario': 121.56}, {'item_id': ObjectId('67f9f8907f0966e5e8094a06'), 'nombre': 'Quibusdam Consectetur', 'cantidad': 3, 'precio_unitario': 245.04}, {'item_id': ObjectId('67f9f8907f0966e5e8094a05'), 'nombre': 'Et Laborum', 'cantidad': 2, 'precio_unitario': 191.09}]",1739.44,
67f9f8aa7f0966e5e8094a79,67f9f88d7f0966e5e809496f,67f9f88d7f0966e5e80949a6,pendiente,2025-04-03T02:02:54.769000,2025-04-03T02:07:54.769000,,"[{'item_id': ObjectId('67f9f8927f0966e5e8094a2b'), 'nombre': 'Facilis Ullam', 'cantidad': 3, 'precio_unitario': 139.21}, {'item_id': ObjectId('67f9f8927f0966e5e8094a29'), 'nombre': 'Natus Velit', 'cantidad': 1, 'precio_unitario': 85.54}, {'item_id': ObjectId('67f9f8927f0966e5e8094a28'), 'nombre': 'Labore Impedit', 'cantidad': 2, 'precio_unitario': 95.52}, {'item_id': ObjectId('67f9f8927f0966e5e8094a2b'), 'nombre': 'Facilis Ullam', 'cantidad': 1, 'precio_unitario': 139.21}]",833.4200000000001,
67f9f8ab7f0966e5e8094a7a,67f9f88d7f0966e5e8094970,67f9f88d7f0966e5e809499a,pendiente,2025-04-09T03:17:25.284000,2025-04-09T03:26:25.284000,,"[{'item_id': ObjectId('67f9f88f7f0966e5e80949d6'), 'nombre': 'Suscipit Incidunt', 'cantidad': 2, 'precio_unitario': 300.38}, {'item_id': ObjectId('67f9f88f7f0966e5e80949d7'), 'nombre': 'Maxime Illo', 'cantidad': 1, 'precio_unitario': 62.55}]",663.31,
67f9f8ab7f0966e5e8094a7b,67f9f88d7f0966e5e809498c,67f9f88d7f0966e5e80949a1,pendiente,2025-04-09T04:42:49.223000,2025-04-09T04:52:49.223000,,"[{'item_id': ObjectId('67f9f8907f0966e5e8094a06'), 'nombre': 'Quibusdam Consectetur', 'cantidad': 2, 'precio_unitario': 245.04}, {'item_id': ObjectId('67f9f8907f0966e5e8094a09'), 'nombre': 'Illum Temporibus', 'cantidad': 3, 'precio_unitario': 189.51}]",1058.61,
